Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
No,17,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,0
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,1
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,75.75,1
No,12,No,No,DSL,No,No,Month-to-month,No,43.8,0
Yes,21,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,24.7,0
No,14,Yes,Yes,Fiber optic,No,No,Month-to-month,No,78.85,0
No,57,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,112.95,1
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.45,0
No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,81.0,1
No,2,No,Yes,DSL,No,Yes,Month-to-month,Yes,55.05,1
No,1,No,No,DSL,No,No,Month-to-month,No,45.6,0
No,2,No,No,Fiber optic,No,No,Month-to-month,No,70.1,0
Yes,19,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,0
No,12,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,0
No,47,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,0
No,45,No,Yes,Fiber optic,No,No,Month-to-month,No,81.4,0
Yes,57,Yes,No,DSL,Yes,Yes,Two year,Yes,84.5,0
No,67,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,26.1,0
No,58,No,No,Fiber optic,No,Yes,Month-to-month,No,80.65,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.9,1
No,34,No internet service,No internet service,No,No internet service,No internet service,Two year,No,26.1,0
No,13,Yes,No,Fiber optic,No,No,Month-to-month,Yes,80.0,0
No,12,No,No,Fiber optic,Yes,No,Month-to-month,Yes,96.0,1
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.25,1
No,5,No,No,Fiber optic,No,No,Month-to-month,No,75.55,1
No,22,No,No,Fiber optic,No,Yes,Month-to-month,Yes,90.5,1
No,35,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.05,1
Yes,40,Yes,No,DSL,No,Yes,Month-to-month,Yes,64.1,0
No,3,No,Yes,Fiber optic,Yes,No,Month-to-month,No,90.4,0
No,70,No,Yes,DSL,Yes,Yes,Two year,Yes,84.8,0
No,14,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.9,0
No,67,No,No,Fiber optic,No,No,Month-to-month,Yes,75.7,0
Yes,12,No internet service,No internet service,No,No internet service,No internet service,Two year,No,21.05,0
No,55,No,Yes,DSL,No,Yes,One year,Yes,64.2,0
No,48,Yes,No,DSL,No,Yes,One year,Yes,70.95,0
No,43,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.05,0
Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,No,88.0,0
No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.5,0
No,43,No,Yes,Fiber optic,No,No,Month-to-month,No,80.45,0
No,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.3,0
No,1,No,No,DSL,No,No,Month-to-month,No,35.0,0
No,55,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,81.55,0
No,59,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,89.75,0
No,68,No,Yes,Fiber optic,Yes,No,One year,No,79.6,0
No,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,113.65,0
No,56,No,Yes,Fiber optic,Yes,Yes,Month-to-month,No,90.55,0
No,48,No,Yes,DSL,Yes,Yes,One year,Yes,73.85,0
No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.95,0
No,18,No,No,DSL,No,No,Month-to-month,Yes,50.3,0
No,2,No,No,Fiber optic,No,No,Month-to-month,No,70.7,0
Yes,32,No,Yes,Fiber optic,No,No,Month-to-month,Yes,93.95,0
No,57,No,Yes,DSL,Yes,No,Month-to-month,Yes,55.0,0
Yes,35,No,No,Fiber optic,Yes,No,One year,Yes,85.15,1
Yes,6,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.4,0
Yes,40,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,71.35,0
Yes,19,Yes,Yes,DSL,No,No,Month-to-month,Yes,34.95,0
No,3,No,No,DSL,Yes,No,Month-to-month,Yes,49.15,1
No,2,No,No,DSL,No,No,Month-to-month,Yes,45.0,1
Yes,67,No,Yes,DSL,Yes,Yes,Two year,Yes,59.55,0
No,8,No,Yes,DSL,Yes,No,Month-to-month,Yes,54.75,0
No,49,No,Yes,DSL,No,No,Two year,No,49.65,0
No,72,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,97.95,0
No,26,Yes,No,Fiber optic,Yes,Yes,One year,Yes,87.15,0
No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,69.7,0
Yes,46,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.2,0
No,43,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,94.5,0
No,11,Yes,No,DSL,No,No,Month-to-month,No,48.55,1
No,38,No,No,Fiber optic,No,No,Month-to-month,Yes,69.5,0
No,71,Yes,Yes,DSL,No,Yes,Two year,No,65.15,0
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,93.55,1
Yes,68,No,Yes,DSL,Yes,Yes,One year,Yes,75.8,1
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.6,0
Yes,12,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.35,0
No,13,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.3,0
No,18,Yes,No,DSL,No,No,Month-to-month,No,49.4,1
No,8,No,No,DSL,No,No,Month-to-month,Yes,54.75,0
Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,No,62.65,0
No,10,No,No,Fiber optic,Yes,No,Month-to-month,Yes,84.6,1
No,22,No,No,Fiber optic,No,Yes,Month-to-month,Yes,90.0,1
No,52,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,109.1,0
No,1,No,No,DSL,No,No,Month-to-month,No,45.05,1
Yes,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.25,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,0
No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,86.0,1
Yes,25,No,No,Fiber optic,No,No,One year,Yes,90.4,1
No,11,No,No,Fiber optic,No,No,Month-to-month,Yes,94.0,1
No,8,No,Yes,DSL,Yes,No,Month-to-month,Yes,43.35,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.2,1
No,72,Yes,Yes,DSL,No,Yes,Two year,Yes,86.4,0
No,56,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.3,0
No,1,No,No,Fiber optic,No,Yes,Month-to-month,No,74.7,0
Yes,23,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.0,0
No,19,No,Yes,DSL,No,Yes,One year,Yes,65.35,0
Yes,1,No,No,DSL,No,No,Month-to-month,Yes,44.35,1
No,30,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.05,0
No,38,No,No,Fiber optic,Yes,Yes,One year,No,95.0,0
Yes,64,Yes,No,Fiber optic,No,Yes,One year,Yes,104.4,0
No,47,No,No,DSL,Yes,Yes,Two year,No,74.45,0
No,27,Yes,Yes,DSL,No,No,One year,No,55.45,0
No,62,No,Yes,DSL,Yes,Yes,Two year,Yes,60.15,0
Yes,58,No,No,DSL,Yes,Yes,Two year,Yes,55.5,0
No,47,Yes,No,Fiber optic,Yes,Yes,One year,Yes,103.7,0
No,72,No,Yes,Fiber optic,Yes,Yes,One year,No,109.15,0
No,3,No,No,DSL,No,Yes,Month-to-month,Yes,50.5,0
No,54,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,69.9,0
Yes,53,No,No,DSL,Yes,No,One year,No,60.6,0
No,19,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,106.6,1
No,61,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,115.1,0
No,58,Yes,No,DSL,Yes,Yes,Two year,Yes,84.3,0
Yes,27,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.85,0
No,2,No,No,Fiber optic,No,No,Month-to-month,No,68.95,1
No,21,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,90.05,0
No,40,No,Yes,Fiber optic,Yes,No,One year,Yes,106.0,0
No,7,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.95,0
Yes,60,Yes,Yes,DSL,Yes,Yes,One year,Yes,74.85,0
No,36,No,Yes,DSL,No,Yes,One year,Yes,65.4,1
No,1,No,No,DSL,No,No,Month-to-month,Yes,25.15,1
No,68,Yes,Yes,Fiber optic,No,No,Two year,Yes,84.7,0
Yes,68,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,103.25,0
No,24,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,102.95,1
Yes,43,No,No,Fiber optic,Yes,Yes,One year,Yes,104.3,0
Yes,72,No,Yes,DSL,No,Yes,Two year,Yes,78.95,0
Yes,14,No,No,Fiber optic,No,No,Month-to-month,Yes,80.9,0
No,1,No,No,DSL,No,No,Month-to-month,No,25.05,1
No,27,Yes,Yes,DSL,No,No,Month-to-month,Yes,56.7,0
No,3,No,No,DSL,No,No,Month-to-month,No,44.75,0
No,8,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,65.5,0
No,51,Yes,Yes,Fiber optic,No,No,One year,Yes,94.8,1
No,21,Yes,No,DSL,Yes,Yes,One year,Yes,60.25,0
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,72.2,1
Yes,8,No,Yes,Fiber optic,No,No,Month-to-month,Yes,83.55,1
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.6,0
No,2,No,No,DSL,Yes,No,Month-to-month,Yes,49.25,1
No,67,Yes,Yes,DSL,Yes,No,Two year,No,65.65,0
No,2,No,No,DSL,No,No,Month-to-month,Yes,45.0,0
No,13,No,Yes,DSL,No,No,Month-to-month,Yes,31.05,1
No,57,No,No,Fiber optic,Yes,No,One year,Yes,100.75,0
Yes,59,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.5,0
No,64,No,No,Fiber optic,Yes,Yes,One year,Yes,104.65,0
No,29,Yes,No,DSL,No,Yes,One year,No,35.6,0
Yes,72,Yes,Yes,Fiber optic,Yes,No,Two year,No,109.7,0
Yes,37,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.15,0
No,55,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.65,0
No,57,Yes,Yes,DSL,Yes,Yes,Two year,Yes,74.3,0
Yes,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.4,0
Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,26.0,0
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.85,0
Yes,58,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,24.5,0
No,50,No,Yes,Fiber optic,No,No,One year,Yes,98.25,0
No,10,Yes,No,Fiber optic,No,No,Month-to-month,Yes,78.15,0
No,15,No,No,Fiber optic,No,No,Month-to-month,Yes,76.0,1
Yes,26,No,No,DSL,Yes,Yes,One year,Yes,82.0,0
No,17,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.5,0
No,1,No,No,DSL,No,No,Month-to-month,Yes,44.75,0
No,40,No,Yes,DSL,No,No,Month-to-month,Yes,39.3,1
Yes,35,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,109.95,0
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,89.35,0
No,4,Yes,No,Fiber optic,No,No,Month-to-month,Yes,80.15,0
No,35,No internet service,No internet service,No,No internet service,No internet service,Two year,No,21.45,0
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,21.15,0
No,1,No,No,Fiber optic,No,Yes,Month-to-month,Yes,95.85,0
Yes,49,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.45,0
No,27,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,104.3,1
No,13,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,79.25,1
Yes,1,Yes,No,DSL,No,No,Month-to-month,No,50.6,1
No,46,No,No,Fiber optic,No,No,Month-to-month,No,96.05,1
No,65,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,108.8,0
Yes,45,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.65,0
No,72,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,110.9,0
No,45,No,Yes,Fiber optic,Yes,Yes,One year,Yes,98.7,0
No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,23.85,0
Yes,12,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.3,0
No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,25.25,0
No,30,Yes,Yes,Fiber optic,Yes,No,One year,No,90.4,0
Yes,59,No,Yes,DSL,No,Yes,Two year,Yes,75.95,0
No,6,No,No,DSL,No,Yes,One year,Yes,49.25,0
Yes,72,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,104.9,0
No,9,No,Yes,DSL,Yes,No,Month-to-month,Yes,69.05,0
No,13,No,No,DSL,No,No,Month-to-month,Yes,25.15,0
No,31,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.95,0
Yes,1,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,60.0,1
Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.35,0
No,11,No,Yes,DSL,No,No,Month-to-month,No,51.1,0
No,19,Yes,No,Fiber optic,No,No,Month-to-month,Yes,90.6,1
No,18,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,0
No,54,No,Yes,DSL,No,Yes,One year,No,72.1,0
No,49,Yes,No,Fiber optic,No,No,Month-to-month,Yes,100.85,0
No,53,No,Yes,Fiber optic,Yes,No,One year,Yes,100.3,0
No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.75,0
No,19,Yes,No,Fiber optic,No,No,Month-to-month,Yes,87.3,0
Yes,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,91.0,0
Yes,45,No,Yes,Fiber optic,Yes,No,One year,Yes,95.0,0
No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,91.25,1
Yes,25,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,0
No,32,No,No,DSL,No,No,One year,Yes,64.85,0
No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.7,0
No,42,No,No,DSL,No,No,Month-to-month,Yes,25.1,0
No,40,No,No,Fiber optic,No,Yes,Month-to-month,Yes,78.85,0
No,33,No,Yes,Fiber optic,No,Yes,One year,Yes,79.95,0
No,72,Yes,Yes,DSL,Yes,No,Two year,Yes,85.25,0
No,62,No,Yes,DSL,Yes,No,Two year,Yes,43.6,0
No,42,No,No,DSL,No,No,Month-to-month,Yes,50.25,1
No,31,No,No,Fiber optic,Yes,No,One year,Yes,90.7,0
No,39,No,No,DSL,No,Yes,One year,No,59.3,0
Yes,3,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.1,0
No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.25,0
Yes,49,No,Yes,Fiber optic,No,No,Month-to-month,Yes,98.35,0
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,85.65,1
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,84.65,1
No,29,No,No,DSL,No,No,Month-to-month,No,33.75,0
Yes,15,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.25,0
Yes,31,No,Yes,Fiber optic,No,No,Month-to-month,Yes,91.15,1
Yes,11,No,No,Fiber optic,No,No,Month-to-month,No,86.2,0
No,33,No,Yes,DSL,No,No,One year,Yes,39.1,0
No,5,No,No,DSL,Yes,Yes,Month-to-month,Yes,63.95,0
No,10,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,92.5,1
No,2,No,No,DSL,No,No,Month-to-month,No,43.95,0
No,33,Yes,Yes,DSL,No,Yes,Two year,Yes,61.05,0
No,41,No,No,DSL,Yes,No,Month-to-month,Yes,55.7,0
No,27,No,Yes,Fiber optic,No,Yes,One year,Yes,104.65,0
Yes,56,No,Yes,DSL,Yes,No,One year,Yes,36.1,0
No,46,Yes,Yes,Fiber optic,Yes,No,One year,Yes,110.0,1
No,71,Yes,Yes,DSL,Yes,Yes,Two year,Yes,47.6,0
Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,No,85.45,0
No,5,No,Yes,Fiber optic,Yes,No,Month-to-month,No,96.55,0
No,2,No,No,Fiber optic,No,No,Month-to-month,No,80.55,1
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,69.35,1
Yes,15,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.35,0
No,5,Yes,No,Fiber optic,No,No,Month-to-month,Yes,89.15,0
No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,91.15,0
No,29,No,No,Fiber optic,No,No,Month-to-month,Yes,74.95,0
Yes,69,No,No,Fiber optic,No,Yes,Two year,Yes,99.35,0
No,70,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,98.7,0
Yes,68,No,No,Fiber optic,No,No,One year,Yes,83.0,1
No,68,Yes,Yes,Fiber optic,No,No,One year,Yes,96.55,1
No,12,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.45,1
No,7,No,Yes,Fiber optic,No,No,One year,Yes,94.05,0
No,10,No,No,Fiber optic,No,No,Month-to-month,Yes,86.65,1
No,18,No,No,Fiber optic,Yes,Yes,Month-to-month,No,78.2,0
No,56,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.55,0
Yes,2,No,Yes,DSL,No,No,Month-to-month,Yes,30.25,0
No,47,Yes,No,DSL,Yes,Yes,Two year,Yes,65.0,0
Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.25,0
Yes,67,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.9,0
Yes,4,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.4,0
No,1,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.8,1
Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.05,0
No,58,Yes,Yes,Fiber optic,Yes,No,One year,Yes,108.85,1
Yes,66,No,Yes,DSL,Yes,No,Two year,No,79.85,0
Yes,50,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.35,0
No,19,No,Yes,Fiber optic,No,No,Month-to-month,Yes,88.2,1
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,70.1,1
No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,0
No,1,No,No,DSL,No,Yes,Month-to-month,No,51.25,1
Yes,23,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,0
No,61,Yes,No,DSL,Yes,No,Two year,Yes,69.9,0
No,24,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,85.95,0
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,94.85,0
No,46,No,No,DSL,No,No,Month-to-month,Yes,45.2,0
No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,1
No,46,Yes,No,DSL,No,No,Month-to-month,No,55.0,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,91.3,1
No,67,No,Yes,Fiber optic,No,No,One year,Yes,88.4,0
Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.2,0
No,32,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.05,0
No,17,No,No,DSL,No,No,Month-to-month,No,25.1,0
No,46,Yes,No,DSL,Yes,Yes,Two year,No,38.25,0
Yes,43,Yes,Yes,DSL,No,No,Month-to-month,Yes,63.95,0
No,5,Yes,No,DSL,No,No,Month-to-month,Yes,53.8,0
No,32,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.35,0
Yes,27,No,No,Fiber optic,No,Yes,Month-to-month,Yes,79.5,1
No,16,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,0
Yes,7,Yes,Yes,DSL,Yes,No,Two year,No,38.55,0
Yes,33,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,24.25,0
No,45,No internet service,No internet service,No,No internet service,No internet service,One year,No,18.85,0
Yes,21,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,102.8,1
No,42,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,0
No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.1,0
No,19,No,No,Fiber optic,No,No,Month-to-month,Yes,94.95,0
Yes,1,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,102.45,1
No,55,No,No,DSL,Yes,No,One year,Yes,50.05,0
Yes,11,Yes,No,DSL,No,No,Month-to-month,No,50.55,0
No,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.95,0
Yes,51,Yes,No,DSL,Yes,Yes,One year,No,60.15,0
No,59,Yes,No,DSL,No,Yes,One year,No,68.7,0
Yes,0,Yes,Yes,DSL,Yes,Yes,Two year,No,56.05,0
No,16,No,Yes,DSL,No,No,Month-to-month,Yes,39.0,1
No,7,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.65,0
Yes,72,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,90.35,0
Yes,71,Yes,No,DSL,Yes,Yes,Two year,Yes,82.0,0
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,75.2,0
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.65,1
Yes,10,No,No,Fiber optic,No,No,Month-to-month,No,95.2,1
No,39,No,Yes,DSL,No,No,One year,Yes,58.6,0
No,27,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,0
Yes,57,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,0
Yes,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,24.8,0
No,64,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.1,0
No,52,Yes,No,Fiber optic,No,No,Month-to-month,No,84.1,1
No,38,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.2,0
No,10,No,Yes,DSL,No,Yes,One year,No,64.9,0
Yes,12,Yes,No,DSL,No,No,Month-to-month,Yes,49.2,0
No,35,No,No,Fiber optic,No,Yes,Month-to-month,Yes,91.5,0
Yes,64,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,0
No,3,No,No,Fiber optic,No,No,Month-to-month,No,74.5,0
Yes,2,No,No,DSL,No,No,Month-to-month,Yes,44.5,0
No,69,Yes,Yes,DSL,No,Yes,Two year,Yes,66.9,0
Yes,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.45,0
No,15,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,0
No,45,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.7,0
No,1,No,No,DSL,No,No,Month-to-month,Yes,24.25,1
No,41,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,83.75,1
No,15,No,Yes,DSL,No,No,Month-to-month,No,48.85,0
Yes,40,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,0
No,12,No,No,Fiber optic,No,No,Month-to-month,No,94.55,0
No,10,No,No,Fiber optic,No,Yes,Month-to-month,Yes,98.5,1
No,16,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.75,1
Yes,8,Yes,No,DSL,No,No,Month-to-month,Yes,51.3,0
Yes,40,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,110.1,0
No,23,Yes,No,DSL,Yes,Yes,One year,Yes,68.75,0
